5.029603049999999964e-01 4.960142599999999846e-01 5.354418499999999970e-01 4.391260000000000163e-01 6.638729999999999354e-01 3.130764999999999798e-01 -6.615590000000000082e-01
5.864739999999999398e-01 5.822334999999999594e-01 6.231870000000000465e-01 5.281196500000000515e-01 6.442109999999999781e-01 2.334984999999999977e-01 -6.508589999999999653e-01
4.804564499999999794e-01 4.524365000000000192e-01 5.083980999999999639e-01 3.904365000000000197e-01 6.859939999999999927e-01 2.844415000000000138e-01 -6.171140000000000514e-01
4.401984999999999926e-01 4.019915000000000016e-01 4.691437499999999705e-01 3.530794999999999906e-01 6.553005000000000635e-01 3.322505000000000042e-01 -6.390700000000000269e-01
5.189910500000000093e-01 4.926050499999999888e-01 5.570310000000000539e-01 4.410749999999999948e-01 6.652019999999999600e-01 3.736895000000000078e-01 -7.002739999999999521e-01
4.033780000000000143e-01 3.671404999999999808e-01 4.280340000000000256e-01 2.952470000000000372e-01 6.801869999999999861e-01 2.945059999999999900e-01 -2.263670000000000126e-01
4.699677500000000174e-01 4.428124999999999978e-01 4.965954100000000149e-01 3.786835000000000062e-01 6.631519999999999637e-01 2.797574999999999923e-01 -5.731810000000000516e-01
6.273115000000000219e-01 6.087139999999999773e-01 6.466334999999999722e-01 5.627495000000000136e-01 6.782825000000000104e-01 3.650375000000000147e-01 -8.798740000000000450e-01
5.247981999999999925e-01 4.970827400000000229e-01 5.551890000000000436e-01 4.472705000000000153e-01 6.859794999999999643e-01 3.288030000000000119e-01 -8.320060000000000233e-01
4.607750500000000193e-01 4.289330000000000087e-01 4.921996000000000149e-01 3.809644999999999837e-01 6.821654999999999802e-01 3.824319999999999942e-01 -7.329620000000000024e-01
5.028094499999999911e-01 4.758654500000000231e-01 5.403748999999999914e-01 4.230804999999999705e-01 6.625090000000000146e-01 3.258429999999999938e-01 -6.231389999999999985e-01
4.433114999999999695e-01 4.142440000000000011e-01 4.808794499999999861e-01 3.556000000000000272e-01 6.351849999999999996e-01 2.912629999999999941e-01 -5.165840000000000432e-01
4.883318999999999854e-01 4.668021500000000268e-01 5.221237499999999976e-01 4.113145000000000273e-01 6.427760000000000140e-01 2.766180000000000305e-01 -5.354109999999999703e-01
4.302194999999999769e-01 4.061414999999999886e-01 4.611500499999999780e-01 3.340720000000000356e-01 6.776774999999999327e-01 3.437095000000000011e-01 -5.060810000000000031e-01
4.234450000000000158e-01 3.817304999999999726e-01 4.568743000000000110e-01 3.346750000000000003e-01 6.837260000000000559e-01 3.606659999999999866e-01 -6.694480000000000430e-01
5.237780499999999950e-01 5.149426999999999754e-01 5.524105000000000265e-01 4.550231000000000137e-01 6.753945000000000087e-01 2.650379999999999958e-01 -7.019149999999999556e-01
5.559600000000000097e-01 5.448171499999999723e-01 5.895384999999999653e-01 4.975329849999999832e-01 6.434720000000000439e-01 4.043665000000000176e-01 -6.592510000000000314e-01
4.420574999999999921e-01 4.081684999999999897e-01 4.775356499999999782e-01 3.467385000000000050e-01 6.576644999999999852e-01 2.661044999999999661e-01 -5.651699999999999502e-01
4.135130000000000194e-01 3.823190000000000199e-01 4.469925000000000148e-01 3.228900000000000103e-01 6.709769999999999346e-01 3.296600000000000086e-01 -6.314079999999999693e-01
5.232018000000000502e-01 4.941084499999999768e-01 5.593814999999999760e-01 4.416034999999999822e-01 6.671989999999999865e-01 2.585129999999999928e-01 -6.800180000000000113e-01
4.342334999999999945e-01 3.917074999999999863e-01 4.619063999999999948e-01 3.316995000000000360e-01 6.696990000000000443e-01 2.788875000000000104e-01 -6.401099999999999568e-01
5.668929999999999803e-01 5.405185500000000420e-01 6.021714999999999707e-01 4.959656399999999854e-01 6.598914999999999642e-01 3.800955000000000306e-01 -6.755470000000000086e-01
5.419973999999999625e-01 5.352479500000000279e-01 5.451456500000000371e-01 4.691016000000000075e-01 6.820490000000000164e-01 2.660175000000000178e-01 -9.685249999999999693e-01
5.481532500000000363e-01 5.311928000000000205e-01 5.584624999999999728e-01 4.680143500000000234e-01 6.556064999999999809e-01 3.041119999999999934e-01 -6.701540000000000274e-01
5.542194999999999760e-01 5.202360499999999499e-01 5.913184999999999691e-01 4.798749500000000223e-01 6.787570000000000547e-01 3.939320000000000044e-01 -7.082549999999999679e-01
5.337274499999999922e-01 5.254385999999999779e-01 5.636700000000000044e-01 4.672104999999999730e-01 6.727625000000000410e-01 3.155094999999999983e-01 -6.873040000000000260e-01
5.220550499999999650e-01 5.027075549999999726e-01 5.504624999999999657e-01 4.428099999999999814e-01 6.546674999999999578e-01 2.538230000000000208e-01 -7.885860000000000092e-01
6.135709999999999775e-01 6.007700000000000262e-01 6.456439999999999957e-01 5.566514999999999658e-01 6.745269999999999877e-01 3.765479999999999938e-01 -6.650080000000000435e-01
4.602712500000000206e-01 4.297130000000000116e-01 4.925770999999999900e-01 3.787705000000000100e-01 6.445529999999999315e-01 3.631495000000000140e-01 -6.742629999999999457e-01
4.982588299999999859e-01 4.702021499999999854e-01 5.329983999999999833e-01 4.211500000000000243e-01 6.426404999999999479e-01 3.929245000000000099e-01 -6.366720000000000157e-01
4.824358000000000257e-01 4.568490499999999788e-01 5.166969500000000437e-01 4.083709999999999840e-01 6.780755000000000532e-01 2.520304999999999906e-01 -5.718269999999999742e-01
4.036819999999999853e-01 3.635134999999999894e-01 4.232144999999999935e-01 2.879754999999999954e-01 6.407404999999999351e-01 3.262559999999999905e-01 -4.466220000000000190e-01
4.367634999999999712e-01 3.925359999999999960e-01 4.603874000000000022e-01 3.269444999999999713e-01 6.464950000000000419e-01 3.220815000000000206e-01 -5.394149999999999778e-01
4.398185000000000011e-01 4.109574999999999756e-01 4.712755499999999875e-01 3.508755000000000068e-01 6.886280000000000179e-01 2.698114999999999819e-01 -5.903159999999999519e-01
5.815740000000000354e-01 5.736419999999999852e-01 6.088755000000000139e-01 5.253187500000000565e-01 6.874845000000000539e-01 2.544250000000000123e-01 -7.952099999999999724e-01
5.484514000000000333e-01 5.234216999999999897e-01 5.795939999999999426e-01 4.785767000000000215e-01 6.751650000000000151e-01 4.072704999999999798e-01 -9.185269999999999824e-01
7.833639999999999493e-01 7.807975000000000332e-01 8.059104999999999741e-01 7.517614999999999714e-01 6.593649999999999789e-01 3.556725000000000025e-01 -6.303330000000000322e-01
4.475474999999999870e-01 4.162850000000000161e-01 4.770903000000000227e-01 3.620964999999999878e-01 6.381765000000000354e-01 3.650599999999999956e-01 -6.255220000000000224e-01
5.915915000000000479e-01 5.797335000000000127e-01 6.219004999999999672e-01 5.356307999999999625e-01 6.461034999999999417e-01 4.126489999999999880e-01 -7.478050000000000530e-01
4.970327700000000126e-01 4.633155500000000204e-01 5.314182499999999809e-01 4.149049999999999683e-01 6.520620000000000305e-01 3.964690000000000158e-01 -8.309879999999999489e-01
5.908130000000000326e-01 5.639555000000000540e-01 5.964475000000000193e-01 5.199222500000000302e-01 6.865784999999999805e-01 3.154025000000000301e-01 -9.541589999999999794e-01
5.380922000000000205e-01 5.173680000000000501e-01 5.655835000000000168e-01 4.700805000000000122e-01 6.578690000000000371e-01 4.087104999999999766e-01 -8.625089999999999701e-01
4.144944999999999879e-01 3.764839999999999853e-01 4.361424999999999885e-01 2.997460000000000124e-01 6.638524999999999565e-01 2.968560000000000088e-01 -4.064030000000000142e-01
4.917832999999999788e-01 4.682035999999999976e-01 4.987163550000000001e-01 3.869934999999999903e-01 6.806320000000000148e-01 3.064434999999999798e-01 -7.688500000000000334e-01
6.707864999999999522e-01 6.735305000000000319e-01 6.910874999999999657e-01 6.330879999999999841e-01 6.655100000000000460e-01 4.065885000000000193e-01 -7.594180000000000375e-01
4.796458499999999847e-01 4.564763000000000015e-01 5.066314499999999832e-01 3.956224999999999881e-01 6.435815000000000285e-01 3.006944999999999757e-01 -5.374250000000000416e-01
5.021232199999999812e-01 4.682970000000000188e-01 5.355427499999999563e-01 4.214685000000000237e-01 6.418825000000000225e-01 3.802134999999999820e-01 -6.820500000000000451e-01
